Id,Name,Description,Tel,Add,Zipcode,Opentime,Map,Px,Py,Class,Website,Parkinginfo,Changetime
E3_382000000A_208358,Lin Yi-He Hall healthy preserved fruit,"Chinese medicine is used to make all kinds of tasty healthy preserved fruits, such as olives and eight celestial fruit.","886-2-24931333,886928554218","No.3, Chang’an St., ,  227, Taiwan, Shuangxi Dist., New Taipei City Taiwán, R.O.C",227,Wed. - Sat 09:00-21:00 / Sun. 09:00-20:00,,121.8649,25.03477,09,,,7/10/2021 11:45
E3_382000000A_208359,Shuangxi Delicious Refreshment Room,"The most well-known bento (lunch box) store in Shuangxi. The smoked pig scalp is highly recommended. According to customers’ preferences, the dish can be prepared differently.",886-2-24932666,",  227, Taiwan, Shuangxi Dist., New Taipei City Taiwán, R.O.C",227,09:00-19:30 Closed on Fri. (Closed from Chinese New Year’s Eve to the fourth day of the lunar year ),,121.8661,25.03861,09,,,28/6/2018 17:00
E3_382000000A_208362,Hall of dragon and phoenix pie shop,"Reputed for more than 50 years, the Restaurant has kept sincerity and trust as its operation concepts and followed traditional pie-making process. Its main products are various exquisite pies such as engagement pie, celebration cake and birthday turtle cake, etc. Little Deng pie and Lijun pie, the double glory of Luzhou, are its famous products and have met with great favor.",886-2-22810601,"No.49, Zhongzheng Rd., ,  247, Taiwan, Luzhou Dist., New Taipei City Taiwán, R.O.C",247,08:00-22:00,,121.47093,25.08255,09,,,25/6/2018 10:35
E3_382000000A_208370,Sisters fritter,"The old store has a history of more than 30 years. Besides milk fritter,milk donut, Chinese steamed buns stuffed with pickled vegetable and taro pieetc. are also served. The fritters have crisp skin on the outside and tastes sift and chewing on the inside.",886-2-26193532,"No. 25,Duchuantou St., ,  249, Taiwan, Bali Dist., New Taipei City Taiwán, R.O.C",249,9:00 - sold out,,121.43508,25.15887,09,,,9/11/2019 16:35
E3_382000000A_208429,Ah Lan Herbal Glutinous Rice Cake,"When tourists visit Jiufen, not only do they want to try the taro balls, they will definitely want to queue up for Ah Lan's herbal glutinous rice cakes! These cakes are another type of delicious food item representative of Jiufen!","886-2-24975752,886224967795","No.90, Jishan St., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00 - 20:00,,121.84422,25.10869,09,,,25/7/2020 14:53
E3_382000000A_208614,Jiufen Teahouse,"Recommended Productstea, ceramics, painting, historical site, five tael cake, scenic viewThe owner of the Jiufen Teahouse, Zhi-Sheng Hong, came to Jiufen in the 1980s and purchased this old house in 1987. He has preserved most of the original structure, save for one major adjustment: the creation of an open inner courtyard for more natural lighting.","886-2-24969056,886224976487","No. 142, Jishan St., ,  224, Taiwan, Ruifang Dist., New Taipei City Taiwán, R.O.C",224,10:30 - 21:00,,121.84357,25.10819,09,,,21/2/2022 15:44
E3_382000000A_208755,Shanquanshui Handmade Bean Curd Tofu Pudding,"After a trip to the busy market on Sanxia’s Minsheng Street, nothing satisfies the thirsty and weary soul more than a bowl of handmade bean curd made from natural mountain spring water. At the Shanquanshui restaurant desser shop, the bean curd tofu pudding is meticulously prepared to give off a slight aroma that is revealed in the first bite and becomes stronger as one begins to savor th...",886-2-26721669,"No.149 Minsheng St., Sanxia  Dist.,  237, Taiwan, Sanxia Dist., New Taipei City Taiwán, R.O.C",237,09:00-22:00 closed on the first and the forth Tue. of the month,,121.37293,24.93486,09,,,25/6/2018 11:17
E3_382000000A_208828,Jiayi Honey Tea Goose,"There are many ways to cook goose, with each having its own enthusiasts. One of the more unique styles is Taishan’s honey tea goose. This stand carefully selects mature geese that weigh between 5 to 6 kilograms. After cooking the chef spreads on honey and homemade sauce, letting the flavors penetrate the meat before smoke-roasting the bird.",886-2-29004123,"Floor 2, No. 212, Chuanxing Road, Taishan District, , Taishan Dist., New Taipei City Taiwán, R.O.C",243,7:30-13:30 Closed on Mon.,,121.43364,25.05616,09,,,25/6/2018 10:32
E3_382000000A_208184,Youngdoor Cafe,"Can Northern Taiwan look like Greece? Along Provincial Highway No. 2, there is a very Greek-style small restaurant in blue and white with an ocean view called “Youngdoor  Café”. The layout of the cozy interior furnishing makes it comfortable to enjoy the scenic view. Many visitors choose this place to have afternoon tea, or a cup of coffee with some cake or waffles.",886-2-24082455,"29-1 Zhongyi Road, Jinshan District, , Jinshan Dist., New Taipei City Taiwán, R.O.C",208,Mon-Fri 10:30-18:30(Sat)09:30-22:00(Sun)09:30-21:00,,121.63086,25.26352,09,,,25/6/2018 10:55
E3_382000000A_208227,Yen Yi Te Xing,Special Recommendation: Tofu Ice Cream,886-2-26644525,"No.48, Shenkeng St.,  Shenkeng  Dist.,  New, Shenkeng Dist., New Taipei City Taiwán, R.O.C",222,Mon-Fri 11:00-19:00  Sat-Sun 10:00-21:00,,121.61491,25.00172,09,,,7/10/2021 10:55
E3_382000000A_208282,Smoked Restaurant,"Taste the pride of Bavaria in Taiwan! Many traditional German dishes are provided here, such as smoked pig’s feet, sausages, smoked poultry, cheese from the Alps, and world-famous HB Beer.",886-2-26368299,"No.27, Sec. 1, Zhongxing St., ,  252, Taiwan, Sanzhi Dist., New Taipei City Taiwán, R.O.C",252,11:30-19:30 Closed on Wed.,,121.49739,25.25825,09,,,11/6/2019 17:22
E3_382000000A_208299,Nanshihjiao Taiwan Chilled Doufu,"There is a stand that sells chilled doufu (bean curd) half-way in the night market. The purveyor is good with people and her shop selling the sweet desert has been open for many years. All the usual toppingshave been boiled and are ready to eat, but the most commonly ordered treats are peanut and mung bean.",886-2-29410589,"Alley 20, Lane 418, Jingxin Street, Zhonghe City, Taipei County, Zhonghe Dist., New Taipei City Taiwán, R.O.C",235,16:30-00:00 closed on Wed.,,121.51177,24.98987,09,,,27/9/2021 15:47
E3_382000000A_208366,Wugu old customer meat bals and oyster noodles,"Although the shop only sells noodles and meat balls, the boss, nevertheless, pays very much attention to the quality of his products. He makes a set quantity of meat balls everyday, and the sausages are made and sold out the same day. Since the materials are fresh without adding any chemicals and colors, the food is by no means harmful to your health.",886-2-22918819,"No.120, Sec. 1, Minyi Rd., ,  248, Taiwan, Wugu Dist., New Taipei City Taiwán, R.O.C",248,14:30–20:00 Closed on Mon.,,121.43487,25.08589,09,,,11/6/2019 16:05
E3_382000000A_208367,Five Stars pettitoes rice,"For more than 30 years, the restaurant has been known for its specialty, gravy pettitoes, made by inherited secrete formula. The cooking method pays special attention to whether the greasy and fishy smell is removed, and whether the gravy flavor has deeply penetrated into meat.",886-2-29843029,"No.119, Sec. 1, Ziqiang Rd., ,  241, Taiwan, Sanchong Dist., New Taipei City Taiwán, R.O.C",241,10:00-21:30 closed on Chinese New Year,,121.49546,25.06653,09,,,30/8/2018 17:56
E3_382000000A_208373,Master Liang's beef noodle and dumpling,"The soup of the famous beef noodle is made by beef cooked for a long time, and it also contains the gravy beef shank and hand made noodles, which makes it very chewy and delicious.",886-2-86302915,"No.572, Sec2, Zhongshan Rd., , New Taipei, Bali Dist., New Taipei City Taiwán, R.O.C",249,Mon. - Fri. 11:00 ~ 14:30 16:30~21:15；Sat. 11:00~21:15 Sun. off,,121.39699,25.14617,09,,,25/6/2018 10:39
E3_382000000A_208374,Badasang aboriginal restaurant,"Badasnag means face tottoo in the language of Taroko Tribe. The exterior of the building is make by natural materials and the food offered in the restaurant is mainly cooked in the aboriginal people's style, a good place to taste new flavours.",886-2-26105300,"No.111, Guanhai Blvd., Bail Dist.,  249, Taiwan, Bali Dist., New Taipei City Taiwán, R.O.C",249,11:30 - 14:00、17:00 - 21:00 / Weekend 11:30 - 22:00,,121.4257,25.16197,09,,,27/7/2022 14:31
E3_382000000A_208442,Bitou A-zhu Seafood Old Restaurant,"When driving towards Fulong or Yilan along the Coastal Highway, visors will see a huge signboard reading ""Bitou A-zhu Seafood Old Restaurant"" before entering the Bitou Cape Tunnel. This restaurant founded in 1986 is very famous among connoisseurs.",886-2-24911366,"No. 115 Bitou Road, Ruifang District, , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,10:00-21:00,,121.9164,25.1227,09,,,25/6/2018 11:04
E3_382000000A_208478,Hot Oil Mochi,"40 years ago, Grandpa Mochi was not as old as now, so everyone in Rui Fang called him ""Uncle Mochi"". It was then that Uncle Mochi started his little hot oil mochi store, painstakingly selling the same dish. His mochi warmed the stomachs of many Rui Fang people; they also warmed many Rui Fang people's memories.",886-2-24977822,",  (No. 44 Store in Food Street), Ruifang Dist., New Taipei City Taiwán, R.O.C",224,9:00 - 20:00,,121.80581,25.10693,09,,,27/10/2021 14:20
E3_382000000A_208623,Lanxiang House,"Recommended ProductsWild Red-Core Native Guava, Golden Date, Red Cypress Essential OilPassing by Shanhaiguan Café, a magnificent view come into sight. While enjoying the wide and open scenery of Jiufen, visitors can smell a strong fruit fragrance.",886-2-24061470,"No. 173 Jishan Street, Ruifang District, , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00 - 19:00 / Weekend 09:00 - 19:00,,121.84322,25.10784,09,,,25/7/2020 14:57
E3_382000000A_208661,Taro Potato Teahouse,"Shopping DirectoryPayment Options： Cash,  Credit Card,  Other Information : Will accept foreign currencyRecommended Productsmeal, tea ceremony, dishes for sharing, Jiufen mountain view, antiques, wooden craftsThe Taro Potato Teahouse is located diagonally across from the Jiufen Business District Tourist Information Center on Shuqi Road.",886-2-24976314,"No.18, Shihsia Ln., Rueifang Dist.,  22448, Taiwan, Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00 - 21:00 or 22:00,,121.84363,25.10898,09,,,28/10/2022 15:52
E3_382000000A_208786,Linyuan Jumbo Meatballs,"Quail’s Eegg, mushroom, and shredder bamboo shoots are mixed with top quality pork and then stuffed into a chewy, handmade wrapping. The finished meatball is topped off with a garlic sauce, completing this wonderful dish.",886-2-22727712,"No. 104, Fuzhong Road, Banqiao District, , Banqiao Dist., New Taipei City Taiwán, R.O.C",220,10:30-20:30,,121.45589,25.00961,09,,,30/8/2018 17:57
E3_382000000A_208810,Changying Meatballs,"Traditional Changhua meatballs are also available in Yingge! Hearty meat that borders on addicting is crammed into a chewy, springy dumpling wrapping, resulting in a meatball that is so filling, only one bowl is enough to satisfy your appetite. An important part of good meatballs is the sauce, and at this restaurant a homemade version combined with a small scoop of crushed garlic hits th...",886-2-26701841,"No. 35, Xingzheng Road, Yingge District, , Yingge Dist., New Taipei City Taiwán, R.O.C",239,10:30 - 19:30 closed on Tue.,,121.35205,24.95598,09,,,25/6/2018 11:23
E3_382000000A_402747,BestBrews,Meet up with friends or colleagues in the Bar for a refreshing beer from our international Best Brews™ collection.,886-2-77276988,"1st Floor, No. 1 Section, Wenhua 3rd Road, Linkou District, , Linkou Dist., New Taipei City Taiwán, R.O.C",244,17:30~00:00,,121.36088,25.06609,09,,,7/10/2021 19:53
E3_382000000A_403120,HASEGAWA CO.LTD,"Leader’s Brown Sugar bubble Tea is a gift box of Brown Sugar Pearl Milk Tea recommended by the most bloggers in 2020.Strictly selected several high-quality Assam black teas, paired with mochi tapioca .100% use Taiwan brown sugar, presenting a rich brown sugar aroma.Perfectly reproduce the deliciousness of Taiwanese hand-rolled bubble tea.Let you easily enjoy the fun of brown sugar pearl ...",886-2-29996958,"10F.-5, No. 14, Ln. 609, Sec. 5, Chongyang Rd., , , Sanchong Dist., New Taipei City Taiwán, R.O.C",241,See the official website or call the administrator for details.,,121.46704,25.04595,09,,,27/5/2022 17:58
E3_382000000A_208319,Sancai Lingzhi Mushroom Emperor Cuisine,"The broth is cooked for two days with precious deer horn , lingzhi mushrooms as well as 30 unique Chinese herbs. It is consumed with delicacies from the mountain, a meal suitable for all seasons.","886-2-26633995,886226638289","No.52-1, Shibachong Xi, ,  223, Taiwan (R.O.C.), Shiding Dist., New Taipei City Taiwán, R.O.C",223,9:00-20:00,,121.67503,25.01336,09,,,25/7/2020 14:50
E3_382000000A_208334,Xiangmao Candy Factory,"Pinglin’s only tea candy factory. Of the six or seven kinds already developed, Qingru tea candy is the most well-known. The reputation of tea nougat is also quite good, as it contains a rich and fragrant taste.",886-2-26656243,"No.91, Shuiliujiao Rd., ,  232, Taiwan, Pinglin Dist., New Taipei City Taiwán, R.O.C",232,08:00 - 17:00,,121.71195,24.93671,09,,,25/7/2020 15:04
E3_382000000A_208354,Su Yi Xing restaurant,"Deep fried pork and bean sheet shrimp rolls are the most popular dishes. The store owner used to be a singer; thus, sometimes customersmay enjoy music performance while savoring the Shuangxi delicacies.","886-2-24931027,886932009708","No.77, Zhonghua Rd., ,  227, Taiwan, Shuangxi Dist., New Taipei City Taiwán, R.O.C",227,11:30~14:00 17:00~19:30(Please contact us),,121.86573,25.03837,09,,,27/9/2021 14:56
E3_382000000A_208383,Jinshan Brothers Restaurant,"Brothers Restaurant, which is located next to Tzuhu Temple, is run by the three Kuo Brothers who use their outstanding cooking talent to make wonderful dishes. The pan-fried ribs which tastes crispy on the outside and soft on the isnide are the most popular dish.",886-2-24986458,"No.2, Jinbauli St., ,  208, Taiwan, Jinshan Dist., New Taipei City Taiwán, R.O.C",208,11:00-21:00,,121.6406,25.22057,09,,,25/7/2020 14:18
E3_382000000A_403030,The Dlcservice Cafe,"Located close to the Jing'an MRT Station, the ""Dlcservice cafe,"" which has a country-style decoration at the gate. Once you open the wooden door, the interior decoration gives people a very relaxing feel. There're small objects hanging on the walls, such as postcards and leather accessories. Exactly, it sells Japanese groceries. The decoration setting and the menu are usually changed eve...",886-2-89433173,"No.6, Ln. 167, Jing'an Road, , , Zhonghe Dist., New Taipei City Taiwán, R.O.C",235,12:00 - 21:00 / Weekend 11:00 - 21:00 / The shop is closed on Monday.,,121.50576,24.9945,09,,,25/7/2020 15:05
E3_382000000A_208171,Teng Feng Fishball Museum,"Lets Learn about All Sorts of FishballsTo help people understand the history of Tamsui fishballs, the Teng Feng Fishball Museum was erected. It is the first Fishball Museum in Taiwan. Although it is not very big, the museum shows in  detail  the  manufacturing process of fishballs. What kind of fish is suitable to make fishballs? What are the representative fishballs of every area?",886-2-26293312,"117 Zhongzheng Road, Tamsui District, , Tamsui Dist., New Taipei City Taiwán, R.O.C",251,10:00-21:00,,121.4397,25.16996,09,,,27/5/2022 17:57
E3_382000000A_208204,Yingge Crock Pot,Noodles in a crock pot ﬁrst appeared on Jianshanpu Road and they have since moved to the second ﬂoor food court in Pottery Building (Taoguan) on Chongcing Road. This is as close to a local delicacy as you can ﬁnd in Yingge and it is the perfect treat after exploring the shops on ﬁrst ﬂoor.,886-2-26784676,"No. 95 Chongcing Road, Yingge Township, Yingge Dist., New Taipei City Taiwán, R.O.C",239,Weekday 10:00∼16:30  Weekend 10:00~19:00,,121.34811,24.95223,09,,,25/6/2018 11:24
E3_382000000A_208217,Laoshu Restaurant,"The highly recommended restaurant by ""netizens"" does not have a menu. Customers order their food from suggestions given by the owner. Popular dishes include fish head  casserole, fried pork and rock shrimp. Visitors are advised to go to the restaurant in a group because it is easier to order different dishes, which are served in very generous portions.",886-2-26660570,"12, Lane 290, Section 3, Xinwu Road, Wulai District, , Xindian Dist., New Taipei City Taiwán, R.O.C",231,11:00-20:30,,121.55234,24.89824,09,,,25/6/2018 11:08
E3_382000000A_208262,Xindian-style Cuisine,Guangming Eat Street is located near Bitan. Up and down the road are snack shops. Half-way on the street is a shop that sells oily rice that just about every Xindian citizen recognizes as tasty. The flavorful Guangming brand-name sticky rice is slathered in oil and topped with dried fluffy pork and stirred with a sweet sauce.,886-2-29152773,"125 Guangming Street Xindian District, Taipei Coun, Xindian Dist., New Taipei City Taiwán, R.O.C",231,10:30-22:00 (Non scheduled closed),,121.53927,24.96179,09,,,28/6/2018 17:03
E3_382000000A_208269,Banqiao Shitou Meatball,"The skin is fried and the meatball has rich inner stuffing: stir-fried pork and bamboo, peanut powder, salad sauce, chili paste and juice made by the owner. Satisfying your stomach!",886-2-22512473,"No.11, Ln. 410, Sec. 2, Wenhua Rd., ,  220, Taiwan, Banqiao Dist., New Taipei City Taiwán, R.O.C",220,12:00~20:30 (Sun) Closing Days,,121.47444,25.03102,09,,,25/6/2018 10:55
E3_382000000A_208281,World Soy Milk King,"Yonghe-made soy milk is known throughout the isles of Taiwan, with World Soy Milk King has the leading business plan and the mostfame.World Soy Milk King is open 24 hours a day, offering Chinese-style breakfast throughout Taiwan with a twist.",886-2-89270000,"No. 284 Yonghe Road Section 2, Yonghe City, Taipei County, Yonghe Dist., New Taipei City Taiwán, R.O.C",234,24H,,121.51612,25.01549,09,,,5/12/2022 16:11
E3_382000000A_208303,Gaosyong (Kaohsiung) Black Wagon Wheels,"Black Wagon Wheels refers to a type of Taiwanese snack stand that carries a variety of steamed, boiled and grilled vegetables and meats. Among them are stuffed cabbage, black wagon wheels, and other kinds of boiled tempura-like vegetables just waiting there to tease the hunger of every customer to buy. The broth is made from shaved ﬁsh and large pieces of a large white carrot-like radish...",886-2-29296621,"No.16, Jhongsing St., ,  23445, Taiwan, Yonghe Dist., New Taipei City Taiwán, R.O.C",234,18:00-00:00(AM) (Closed from Chinese New Year’s Eve to the fourth day of the lunar year Closed on rainday,,121.51597,25.01174,09,,,25/7/2020 11:59
E3_382000000A_208313,Anna Cafe,The owner’s delicate handiwork is seen in the mulicolored windmills that spin with the wind. These handiworks sooth one’s heart. Coﬀee and scenery is a great combinaion.,886-2-26382722,"No.1-17, Zhongyang Rd., ,  253, Taiwan, Shimen Dist., New Taipei City Taiwán, R.O.C",253,11:00~18:00,,121.56124,25.29122,09,,,9/11/2019 16:36
E3_382000000A_208324,Mountaintop Shop of Salted Fried Pig’s Feet,"The ingredient of this dish is taken from Shiding’s black pig’s feet, the texture of which is tender and full of collagen. It is first brewed with soybean sauce, and then steamed to maintain the original juices o the meat. After that, it is fried to give the skin its crispy and yet not greasy taste.",886-2-26631309,"No.25, Fanzikeng, ,  223, Taiwan, Shiding Dist., New Taipei City Taiwán, R.O.C",223,11:00~19:00 (Wed) Closing Days,,121.6755,25.00246,09,,,8/6/2022 17:05
E3_382000000A_208347,Under the Old Tree,"Located at the entrance of the Old Street, it is one of the oldest tofu restaurants here. A table full of tofu dishes is very aﬀordable and gives a sense of happiness. Sinky Tofu with Pig Intesines and Duck Blood Cakes is the signature dish. It is stewed with a dozen of Chinese herbs for over two hours.",886-2-26625688,"No.163, Shenkeng St., ,  222, Taiwan, Shenkeng Dist., New Taipei City Taiwán, R.O.C",222,10:00~20:00 (Wed) Closing Days,,121.61266,25.00117,09,,,29/11/2021 14:20
E3_382000000A_208350,Lin's mushroom meat sauce,"The sauce is made of pig's fresh hindquarter meat. The meat is pickled, wrapped with a layer of sweet potato starch, and then put into pot to boil. So the gravy is fresh and the meat is tender.",886-2-22763647,"No.344, Xinzhuang Rd., ,  242, Taiwan, Xinzhuang Dist., New Taipei City Taiwán, R.O.C",242,10:00 - 23:00,,121.44997,25.0338,09,,,25/7/2020 15:08
E3_382000000A_208365,Linkou Power Plant popsicles,"The traditional popsicles are sold in Linkou Power Plant with many different flavors, such as rice cake, red bean, taro, Luoshen flower and milk, etc. There is a variety of flavors for choice, all cool to the heart. Many people come from very far places for group purchase. A box contains 60 ice-suckers, but you had better prepare an ice box for the sake of environmental protection.",886-2-26062221,"No.139, Xiafu, ,  244, Taiwan, Linkou Dist., New Taipei City Taiwán, R.O.C",244,open on May~Oct. 9:00~18:00,,121.38797,25.08599,09,,,27/9/2021 13:35
E3_382000000A_208378,Jinshan Kuo's Almond Cookies Shop,"Completely handmade, this cookie shop provides pan-fried peanuts, almonds, sesame, pumpkin candy, coriander rolls, and nougat candy, all of which are all fresh without preservatives.",886-2-24985749,"No. 77, jinbauli St., ,  208, Taiwan, Jinshan Dist., New Taipei City Taiwán, R.O.C",208,10:30-19:00,,121.63815,25.22191,09,,,9/11/2019 16:21
E3_382000000A_208430,Amei Teahouse,"The Amei Teahouse is located on Shuqi Road. Its strong Japanese architectural style makes it very eye-catching. In particular, when it is rumored that the teahouse looks like the building of Yubaba in the animated picture Spirited Away of Hayao Miyazak, more and more people want to find out the truth about it.",886-2-24960833,"No. 20, Shixa Lane, Ruifang District, , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,Sun. ~ Tue. 08:30-23:00 / Fri. ~ Sat. 08:30-01:00,,121.84361,25.10895,09,,,27/9/2021 13:27
E3_382000000A_208584,Jiufen Jinzhi Hongzao Rouyuan,"Recommended Productsred vinasse rouyuan, vegetarian red vinasse rouyuanOne of the most famous snacks in Jiufen is red vinasse rouyuan. This is a rouyuan containing chunks of meat marinated and fermented with red vinasse. Jiufen Jinzhi Hongzao Rouyuan is an important reason why red vinasse rouyuan has become so well-known in the Jiufen region.",886-2-24960240,"No. 112 (with meat), No. 63 (vegetarian), Jishan St., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:30 or10:00 - 19:30 / Wednesday 09:30 or 10:00 - 20:00,,121.84379,25.10855,09,,,25/7/2020 14:53
E3_382000000A_208611,Jiufen Old Noodle Restaurant,"Recommended Productsbeef noodles, wonton noodles, peanut ice creamThe Jiufen Old Noodle Restaurant was established in 1958 Currently, Mr. Shi is the second generation owner. Although it was not the first noodle restaurant ever in the Jiufen region, it was the first to ever serve beef noodles.",886-2-24976316,"No. 45, Jishan St., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,11:00-19:00,,121.84542,25.10883,09,,,25/6/2018 10:59
E3_382000000A_208775,Rice with Turkey,Huixiang Chiayi Rice with Turkey is different from the shredded turkey rice one usually sees at street stalls because this restaurant cuts the meat into larger chunks to make it more firm and chewy. Homemade sauce is added for an authentic southern taste.,886-2-82612680,"No. 264, Section 2, Zhongyang Road, Tucheng District, , Tucheng Dist., New Taipei City Taiwán, R.O.C",236,11:00-20:30(Closed on Sat. Closed from Chinese New Year’s Eve to the fifth day of the lunar year),,121.44152,24.97445,09,,,25/7/2020 12:03
E3_382000000A_403031,Liu Biju Chaozhou Casserole Porridge,"There're many different methods to cook porridge; Guangdong porridge and Taiwanese salty congee are the common cuisines for general customers. In recent years, the casserole porridge becomes popular in Banqiao due to the use of Taitung Guanshan Emperor Rice as the main ingredient; particularly, not until the guests make an order, the rice won't be put into the casserole. The rice is cook...",886-2-29528813,"No. 3, Mingquan Rd., , , Banqiao Dist., New Taipei City Taiwán, R.O.C",220,11:00-14:00、17:00-23:00,,121.46294,25.00987,09,,,25/7/2020 14:21
E3_382000000A_208163,Minghong Clam Consommé,"Minghong Clam Consommé can be found at the corner of  Wun hua Road . Though a small shop selling only rice vermicelli and stewed pork sauce over rice, the eatery’s sizable sign with a big oyster picture on it  is  hard  to  miss.",886-9-32345925,"No.87-3, Wenhua N. Rd., ,  241, Taiwan (R.O.C.), Sanchong Dist., New Taipei City Taiwán, R.O.C",241,"15:00-24:00, Tuesday off.",,121.49827,25.06754,09,,,25/6/2018 10:25
E3_382000000A_208170,Granny’s Iron Eggs,"Dark Chewy Iron EggsWant to try some special iron eggs? Then you have to come to Tamsui for some of Granny’s iron eggs. Their creator, Granny Yang, ran a buffet and noodle shop. On one occasion she got too busy and over-marinated the eggs , and fortunately, customers could not get off enough. The eggs then became a hot selling item for the past 30 years.",886-2-26251625,"135-1 Zhongzheng Road, Tamsui District, , Tamsui Dist., New Taipei City Taiwán, R.O.C",251,09:00~21:00,,121.43919,25.17044,09,,,27/9/2021 15:31
E3_382000000A_208172,Granny’s Plum Juice,"When  it  gets  hot,  have  a  glass  of iced plum juice as it is the best way to quench your thirst. Granny's Plum Juice uses dried plums and they are marinated for three months. After  spice, perilla, rosella tea, and 17 other herbs are added, it is then brewed in a clay pot over a small fire and finally turns into a sweet and sour drink.",886-2-26290107,"135-2 Zhongzheng Road, Tamsui District, , Tamsui Dist., New Taipei City Taiwán, R.O.C",251,10:00-21:00,,121.43914,25.17041,09,,,11/6/2019 17:21
E3_382000000A_208173,Yeh’s Wonton Restaurant,"Jay Chou’s Favorite WontonThere  is  a  restaurant  in Tamsui  that  offers  a vermicelli  dish  that  is famous throughout China and  Hong  Kong — the ""Jay Chou Set"". This is Yeh’s Wonton Restaurant, famous for the thin layer and rich fillings of wontons served with omelet strips, laver and other veggies. The soup is refreshing, and the set comes with a tender marinated fried drumstick.",886-2-26217286,"177 Zhongzheng Road, Tamsui District, , Tamsui Dist., New Taipei City Taiwán, R.O.C",251,Mon. - Fri.10:00-20:30(14:00-16:30 closed)  Weekend 10:00-20:30,,121.43862,25.17124,09,,,28/9/2022 14:13
E3_382000000A_208195,Yannick Patisserie,"Media reports made the desert shop extremely popular,  and  many people have come to the café next to its factory in Wanli for some freshly baked desserts. It's a top pick for an enjoyable afternoon tea while you are in Wanli.","886-2-26596442,886287978994","127-5 Malian Road, Wanli District, , Wanli Dist., New Taipei City Taiwán, R.O.C",207,Mon. ~Thu. 10:00-21:00 / Fri. ~Sun. 10:00-21:00,,121.68891,25.1783,09,,,25/7/2020 14:18
E3_382000000A_208203,Haishan Bakery,"The Haishan Bakery is famous for its “Haishan Agar-Pudding Cake,” where the cake ingredients contain agar, flour and fresh eggs. The strong aromatic egg smell fills the small shop when the fresh cakes come out of the oven. The smooth texture will make one accidently eat the entire cake one bite after another. Persistent on adding no fragrances and seasonings, so that everybody loves it, ...",886-2-24931319,"N o. 2 , Zhonghua  Rd . , ,, Shuangxi Dist., New Taipei City Taiwán, R.O.C",227,08:00-20:00,,121.86586,25.03633,09,,,25/6/2018 11:06
E3_382000000A_208223,Wang’s Tofu,"Special Recommendations: Tofu Pudding, Roasted Tofu",886-2-26631976,"No.85, Shiding E. St., , , Shiding Dist., New Taipei City Taiwán, R.O.C",223,10:00~17:00 / Weekend 07:30-18:00 (The shop is closed on Monday.),,121.6602,24.99103,09,,,25/7/2020 14:50
E3_382000000A_208279,Yuelai Pavilion Restaurant,Yuelai pavilion restaurant provides various kinds of Taiwanese dishes and seafood dishes. Crispy fried ribs and curry taro balls are popular house dishes in the store.,886-2-26362072,"No.56, Sec. 1, Zhongshan Rd., ,  252, Taiwan, Sanzhi Dist., New Taipei City Taiwán, R.O.C",252,11:00~21:00 (Non scheduled closed),,121.50178,25.25681,09,,,28/6/2018 15:10
E3_382000000A_208290,Zengji Calamari Stew,"There are in particular two shops that sell Calamari Stew in Sanchong Night Market diagonally across the street Minghong Clam Consommé. The shop is larger thus easy to find. At the present address the owners have 30 years of experience selling the delicacy, along with rice vermicelli and stewed ground pork on rice.",886-2-29849338,"No 150 Wunhua North Road, Sanchong District, Taipei County, Sanchong Dist., New Taipei City Taiwán, R.O.C",241,Mon. - Sat. 10:30 ~ 24:30 Sun. 10:30~22:30,,121.49819,25.06717,09,,,25/6/2018 10:26
E3_382000000A_208335,Meichun Highway Hotel,"The hotel is next to the Pinglin gate. A simplistic restaurant without a setmenu, it oﬀers simple, family dishes. One can tell the owner the budget and preferred dishes, and she will make a whole table of delicious food.",886-2-26656370,"No.22, Sec. 8, Beiyi Rd., ,  232, Taiwan, Pinglin Dist., New Taipei City Taiwán, R.O.C",232,10:00~19:00 close on Mon.,,121.70316,24.93612,09,,,28/6/2018 13:20
E3_382000000A_208341,Lobster King,"Lobsters can be prepared in over a dozen ways, such as steam, with meso or wasabi, to give a few examples. Succulent abalones are also a delicacy not to be missed. Every dish can be customized in the store.",886-2-24901001,"No.186, Renhe Rd., ,  228, Taiwan, Gongliao Dist., New Taipei City Taiwán, R.O.C",228,11:00 - 20:30,,121.92349,25.05239,09,,,25/7/2020 15:02
